scenario,pool,replicate,source,variant,search,rank,graph,newick,best_order,reliable,logz,elbo
constant,0,5,true,poisson_shared,including_loop,6,16,"(((a,b),c.1),c.2)",g16_o2,False,-456.7694358953441,-478.23888253779324
constant,0,5,true,poisson_shared,including_loop,7,9,"((a.1,b),(a.2,c))",g09_o1,False,-421.0871544039409,-480.2997967780642
constant,0,5,true,poisson_shared,including_loop,8,5,"(((a.1,b),c),a.2)",g05_o1,False,-455.3503600988893,-488.9447595286686
constant,0,5,true,poisson_shared,including_loop,9,17,"(((a,c.1),b),c.2)",g17_o1,False,-458.50035408253814,-570.4524866667217
constant,0,5,true,poisson_shared,including_loop,10,11,"(((a,b.1),c),b.2)",g11_o1,False,-307.7049640083976,-807.6585490682569
constant,0,5,true,poisson_shared,including_loop,11,4,"(((a.1,b),a.2),c)",g04_o1,False,-451.0780408663401,-892.0713014994842
constant,0,5,true,poisson_shared,including_loop,12,14,"(((b.1,c),b.2),a)",g14_o1,False,-914.1656690432567,-951.3979285844483
constant,0,5,true,poisson_shared,including_loop,13,13,"(((b.1,c),a),b.2)",g13_o1,False,-920.4227067392376,-971.9588198939598
constant,0,5,true,poisson_shared,including_loop,14,18,"(((a,c.1),c.2),b)",g18_o1,False,-875.8079845104608,-975.5350923963829
constant,0,5,true,poisson_shared,including_loop,15,21,"((a,c.1),(b,c.2))",g21_o1,False,-966.0758253769941,-1029.8179520787583
constant,0,5,true,poisson_shared,including_loop,16,6,"(((a.1,c),a.2),b)",g06_o1,False,-979.6975029163997,-1038.046425906948
constant,0,5,true,poisson_shared,including_loop,17,20,"(((b,c.1),c.2),a)",g20_o1,False,-990.5967088515359,-1041.4683530923721
constant,0,5,true,poisson_shared,including_loop,18,7,"(((a.1,c),b),a.2)",g07_o1,False,-984.1860624873576,-1187.2680699022571
constant,0,5,true,poisson_shared,including_loop,19,3,"((b,c),a)",g03_o1,False,-1228.9209192247554,-1369.3658959689212
constant,0,5,true,poisson_shared,including_loop,20,8,"(((b,c),a.1),a.2)",g08_o2,False,-1241.509580262434,-1420.979121691167
constant,0,5,true,poisson_shared,including_loop,21,2,"((a,c),b)",g02_o1,False,-1453.7289708868375,-1461.2475721309909
constant,0,5,true,poisson_shared,including_loop,22,12,"(((a,c),b.1),b.2)",g12_o1,False,-1389.5808926462294,-1470.536949726943
constant,0,5,true,poisson_separate,loop_omitted,1,11,"(((a,b.1),c),b.2)",g11_o1,False,-279.63790272091467,-327.5601462488612
constant,0,5,true,poisson_separate,loop_omitted,2,15,"((a,b.1),(b.2,c))",g15_o2,False,-244.14218109226644,-330.3462633339004
constant,0,5,true,poisson_separate,loop_omitted,3,10,"(((a,b.1),b.2),c)",g10_o1,False,-274.27737568573,-344.738596686365
constant,0,5,true,poisson_separate,loop_omitted,4,1,"((a,b),c)",g01_o1,False,-331.28461393768566,-355.15242839172174
constant,0,5,true,poisson_separate,loop_omitted,5,17,"(((a,c.1),b),c.2)",g17_o1,False,-358.1946197605767,-389.11952413133065
constant,0,5,true,poisson_separate,loop_omitted,6,19,"(((b,c.1),a),c.2)",g19_o1,False,-352.3791386957675,-392.03919316598103
constant,0,5,true,poisson_separate,loop_omitted,7,9,"((a.1,b),(a.2,c))",g09_o2,False,-357.74160491375096,-439.46987818760437
constant,0,5,true,poisson_separate,loop_omitted,8,16,"(((a,b),c.1),c.2)",g16_o1,False,-350.09275831300783,-504.76721886021164
constant,0,5,true,poisson_separate,loop_omitted,9,5,"(((a.1,b),c),a.2)",g05_o1,False,-361.2715624364049,-522.1627798477351
constant,0,5,true,poisson_separate,loop_omitted,10,4,"(((a.1,b),a.2),c)",g04_o1,False,-362.8687032251914,-522.8459431596427
constant,0,5,true,poisson_separate,loop_omitted,11,3,"((b,c),a)",g03_o1,False,-666.684948107803,-688.7749900472893
constant,0,5,true,poisson_separate,loop_omitted,12,2,"((a,c),b)",g02_o1,False,-669.4247258020847,-694.5617197982763
constant,0,5,true,poisson_separate,loop_omitted,13,13,"(((b.1,c),a),b.2)",g13_o1,False,-685.0388068352097,-726.4545128655355
constant,0,5,true,poisson_separate,loop_omitted,14,14,"(((b.1,c),b.2),a)",g14_o1,False,-685.0388950865203,-729.2763766096901
constant,0,5,true,poisson_separate,loop_omitted,15,7,"(((a.1,c),b),a.2)",g07_o1,False,-687.9905341073463,-732.3103483799034
constant,0,5,true,poisson_separate,loop_omitted,16,6,"(((a.1,c),a.2),b)",g06_o1,False,-685.885421910695,-737.923798558835
constant,0,5,true,poisson_separate,loop_omitted,17,20,"(((b,c.1),c.2),a)",g20_o1,False,-679.9645678329405,-749.9698775944476
constant,0,5,true,poisson_separate,loop_omitted,18,21,"((a,c.1),(b,c.2))",g21_o2,False,-693.6217236813293,-755.756563717716
constant,0,5,true,poisson_separate,loop_omitted,19,8,"(((b,c),a.1),a.2)",g08_o1,False,-693.2850808960917,-899.5918019955024
constant,0,5,true,poisson_separate,loop_omitted,20,12,"(((a,c),b.1),b.2)",g12_o2,False,-687.9398214152883,-1045.2300697200792
constant,0,5,true,poisson_separate,loop_omitted,21,18,"(((a,c.1),c.2),b)",g18_o1,False,-696.7732758186107,-1113.1353084955392
constant,0,5,true,poisson_separate,including_loop,1,22,"b-loop + ((a,b.1),(b.2,c))",g22_o1,False,-253.6453377414526,-295.3777183951901
constant,0,5,true,poisson_separate,including_loop,2,11,"(((a,b.1),c),b.2)",g11_o1,False,-279.63790272091467,-327.5601462488612
constant,0,5,true,poisson_separate,including_loop,3,15,"((a,b.1),(b.2,c))",g15_o2,False,-244.14218109226644,-330.3462633339004
constant,0,5,true,poisson_separate,including_loop,4,10,"(((a,b.1),b.2),c)",g10_o1,False,-274.27737568573,-344.738596686365
constant,0,5,true,poisson_separate,including_loop,5,1,"((a,b),c)",g01_o1,False,-331.28461393768566,-355.15242839172174
constant,0,5,true,poisson_separate,including_loop,6,17,"(((a,c.1),b),c.2)",g17_o1,False,-358.1946197605767,-389.11952413133065
constant,0,5,true,poisson_separate,including_loop,7,19,"(((b,c.1),a),c.2)",g19_o1,False,-352.3791386957675,-392.03919316598103
constant,0,5,true,poisson_separate,including_loop,8,9,"((a.1,b),(a.2,c))",g09_o2,False,-357.74160491375096,-439.46987818760437
constant,0,5,true,poisson_separate,including_loop,9,16,"(((a,b),c.1),c.2)",g16_o1,False,-350.09275831300783,-504.76721886021164
constant,0,5,true,poisson_separate,including_loop,10,5,"(((a.1,b),c),a.2)",g05_o1,False,-361.2715624364049,-522.1627798477351
constant,0,5,true,poisson_separate,including_loop,11,4,"(((a.1,b),a.2),c)",g04_o1,False,-362.8687032251914,-522.8459431596427
constant,0,5,true,poisson_separate,including_loop,12,3,"((b,c),a)",g03_o1,False,-666.684948107803,-688.7749900472893
constant,0,5,true,poisson_separate,including_loop,13,2,"((a,c),b)",g02_o1,False,-669.4247258020847,-694.5617197982763
constant,0,5,true,poisson_separate,including_loop,14,13,"(((b.1,c),a),b.2)",g13_o1,False,-685.0388068352097,-726.4545128655355
constant,0,5,true,poisson_separate,including_loop,15,14,"(((b.1,c),b.2),a)",g14_o1,False,-685.0388950865203,-729.2763766096901
constant,0,5,true,poisson_separate,including_loop,16,7,"(((a.1,c),b),a.2)",g07_o1,False,-687.9905341073463,-732.3103483799034
constant,0,5,true,poisson_separate,including_loop,17,6,"(((a.1,c),a.2),b)",g06_o1,False,-685.885421910695,-737.923798558835
constant,0,5,true,poisson_separate,including_loop,18,20,"(((b,c.1),c.2),a)",g20_o1,False,-679.9645678329405,-749.9698775944476
constant,0,5,true,poisson_separate,including_loop,19,21,"((a,c.1),(b,c.2))",g21_o2,False,-693.6217236813293,-755.756563717716
constant,0,5,true,poisson_separate,including_loop,20,8,"(((b,c),a.1),a.2)",g08_o1,False,-693.2850808960917,-899.5918019955024
constant,0,5,true,poisson_separate,including_loop,21,12,"(((a,c),b.1),b.2)",g12_o2,False,-687.9398214152883,-1045.2300697200792
constant,0,5,true,poisson_separate,including_loop,22,18,"(((a,c.1),c.2),b)",g18_o1,False,-696.7732758186107,-1113.1353084955392
constant,0,5,hapibd,poisson_shared,loop_omitted,1,15,"((a,b.1),(b.2,c))",g15_o1,False,-228.7754969092973,-249.27916615541957
constant,0,5,hapibd,poisson_shared,loop_omitted,2,10,"(((a,b.1),b.2),c)",g10_o1,False,-306.4781002084007,-328.4706127845444
constant,0,5,hapibd,poisson_shared,loop_omitted,3,9,"((a.1,b),(a.2,c))",g09_o1,False,-421.3682880246957,-470.7629052503576
constant,0,5,hapibd,poisson_shared,loop_omitted,4,5,"(((a.1,b),c),a.2)",g05_o1,False,-429.4895895451911,-472.0780525412895
constant,0,5,hapibd,poisson_shared,loop_omitted,5,19,"(((b,c.1),a),c.2)",g19_o1,False,-459.81518350981514,-479.4991726939225
constant,0,5,hapibd,poisson_shared,loop_omitted,6,1,"((a,b),c)",g01_o1,False,-475.35882762615626,-479.62116539083326
constant,0,5,hapibd,poisson_shared,loop_omitted,7,17,"(((a,c.1),b),c.2)",g17_o1,False,-466.98142927000777,-486.2018374978169
constant,0,5,hapibd,poisson_shared,loop_omitted,8,16,"(((a,b),c.1),c.2)",g16_o1,False,-461.2953396499544,-487.97386920868144
constant,0,5,hapibd,poisson_shared,loop_omitted,9,11,"(((a,b.1),c),b.2)",g11_o1,False,-309.6368953656057,-769.494712324134
constant,0,5,hapibd,poisson_shared,loop_omitted,10,4,"(((a.1,b),a.2),c)",g04_o1,False,-447.3296944199494,-895.4814080764588
constant,0,5,hapibd,poisson_shared,loop_omitted,11,14,"(((b.1,c),b.2),a)",g14_o1,False,-858.7457596218286,-915.1969281996601
constant,0,5,hapibd,poisson_shared,loop_omitted,12,13,"(((b.1,c),a),b.2)",g13_o1,False,-866.3913380799441,-916.2731359939737
constant,0,5,hapibd,poisson_shared,loop_omitted,13,21,"((a,c.1),(b,c.2))",g21_o2,False,-817.5084395341651,-948.3070163745185
constant,0,5,hapibd,poisson_shared,loop_omitted,14,7,"(((a.1,c),b),a.2)",g07_o1,False,-969.8572734157764,-989.0032590614087
constant,0,5,hapibd,poisson_shared,loop_omitted,15,6,"(((a.1,c),a.2),b)",g06_o1,False,-944.9340935549999,-992.959635038728
constant,0,5,hapibd,poisson_shared,loop_omitted,16,18,"(((a,c.1),c.2),b)",g18_o1,False,-919.9489339219527,-1004.5572562288663
constant,0,5,hapibd,poisson_shared,loop_omitted,17,20,"(((b,c.1),c.2),a)",g20_o1,False,-985.3563099316922,-1010.6740546105586
constant,0,5,hapibd,poisson_shared,loop_omitted,18,3,"((b,c),a)",g03_o1,False,-1375.7936025341253,-1383.7477102089072
constant,0,5,hapibd,poisson_shared,loop_omitted,19,8,"(((b,c),a.1),a.2)",g08_o2,False,-1240.3186592223058,-1387.8567783723552
constant,0,5,hapibd,poisson_shared,loop_omitted,20,12,"(((a,c),b.1),b.2)",g12_o1,False,-1328.113296069772,-1404.6293758154711
constant,0,5,hapibd,poisson_shared,loop_omitted,21,2,"((a,c),b)",g02_o1,False,-1404.9956023794098,-1411.433276589897
constant,0,5,hapibd,poisson_shared,including_loop,1,15,"((a,b.1),(b.2,c))",g15_o1,False,-228.7754969092973,-249.27916615541957
constant,0,5,hapibd,poisson_shared,including_loop,2,22,"b-loop + ((a,b.1),(b.2,c))",g22_o1,False,-235.4320275644514,-254.09893122508288
constant,0,5,hapibd,poisson_shared,including_loop,3,10,"(((a,b.1),b.2),c)",g10_o1,False,-306.4781002084007,-328.4706127845444
constant,0,5,hapibd,poisson_shared,including_loop,4,9,"((a.1,b),(a.2,c))",g09_o1,False,-421.3682880246957,-470.7629052503576
constant,0,5,hapibd,poisson_shared,including_loop,5,5,"(((a.1,b),c),a.2)",g05_o1,False,-429.4895895451911,-472.0780525412895
constant,0,5,hapibd,poisson_shared,including_loop,6,19,"(((b,c.1),a),c.2)",g19_o1,False,-459.81518350981514,-479.4991726939225
constant,0,5,hapibd,poisson_shared,including_loop,7,1,"((a,b),c)",g01_o1,False,-475.35882762615626,-479.62116539083326
constant,0,5,hapibd,poisson_shared,including_loop,8,17,"(((a,c.1),b),c.2)",g17_o1,False,-466.98142927000777,-486.2018374978169
constant,0,5,hapibd,poisson_shared,including_loop,9,16,"(((a,b),c.1),c.2)",g16_o1,False,-461.2953396499544,-487.97386920868144
constant,0,5,hapibd,poisson_shared,including_loop,10,11,"(((a,b.1),c),b.2)",g11_o1,False,-309.6368953656057,-769.494712324134
constant,0,5,hapibd,poisson_shared,including_loop,11,4,"(((a.1,b),a.2),c)",g04_o1,False,-447.3296944199494,-895.4814080764588
constant,0,5,hapibd,poisson_shared,including_loop,12,14,"(((b.1,c),b.2),a)",g14_o1,False,-858.7457596218286,-915.1969281996601
constant,0,5,hapibd,poisson_shared,including_loop,13,13,"(((b.1,c),a),b.2)",g13_o1,False,-866.3913380799441,-916.2731359939737
constant,0,5,hapibd,poisson_shared,including_loop,14,21,"((a,c.1),(b,c.2))",g21_o2,False,-817.5084395341651,-948.3070163745185
constant,0,5,hapibd,poisson_shared,including_loop,15,7,"(((a.1,c),b),a.2)",g07_o1,False,-969.8572734157764,-989.0032590614087
constant,0,5,hapibd,poisson_shared,including_loop,16,6,"(((a.1,c),a.2),b)",g06_o1,False,-944.9340935549999,-992.959635038728
constant,0,5,hapibd,poisson_shared,including_loop,17,18,"(((a,c.1),c.2),b)",g18_o1,False,-919.9489339219527,-1004.5572562288663
constant,0,5,hapibd,poisson_shared,including_loop,18,20,"(((b,c.1),c.2),a)",g20_o1,False,-985.3563099316922,-1010.6740546105586
constant,0,5,hapibd,poisson_shared,including_loop,19,3,"((b,c),a)",g03_o1,False,-1375.7936025341253,-1383.7477102089072
constant,0,5,hapibd,poisson_shared,including_loop,20,8,"(((b,c),a.1),a.2)",g08_o2,False,-1240.3186592223058,-1387.8567783723552
constant,0,5,hapibd,poisson_shared,including_loop,21,12,"(((a,c),b.1),b.2)",g12_o1,False,-1328.113296069772,-1404.6293758154711
constant,0,5,hapibd,poisson_shared,including_loop,22,2,"((a,c),b)",g02_o1,False,-1404.9956023794098,-1411.433276589897
constant,0,5,hapibd,poisson_separate,loop_omitted,1,11,"(((a,b.1),c),b.2)",g11_o1,False,-270.2419960945486,-309.0130562970442
constant,0,5,hapibd,poisson_separate,loop_omitted,2,15,"((a,b.1),(b.2,c))",g15_o1,False,-248.28693988844086,-314.05573555672925
constant,0,5,hapibd,poisson_separate,loop_omitted,3,10,"(((a,b.1),b.2),c)",g10_o1,False,-273.6863023895177,-326.5591528034189
constant,0,5,hapibd,poisson_separate,loop_omitted,4,1,"((a,b),c)",g01_o1,False,-331.1573233743642,-345.6806411023185
constant,0,5,hapibd,poisson_separate,loop_omitted,5,17,"(((a,c.1),b),c.2)",g17_o1,False,-347.8099393273701,-389.5793897563427
constant,0,5,hapibd,poisson_separate,loop_omitted,6,19,"(((b,c.1),a),c.2)",g19_o1,False,-356.535421903773,-422.41310839789185
constant,0,5,hapibd,poisson_separate,loop_omitted,7,16,"(((a,b),c.1),c.2)",g16_o1,False,-352.98645406546814,-505.9160504404672
constant,0,5,hapibd,poisson_separate,loop_omitted,8,9,"((a.1,b),(a.2,c))",g09_o1,False,-358.5603058806066,-513.6166456751138
constant,0,5,hapibd,poisson_separate,loop_omitted,9,4,"(((a.1,b),a.2),c)",g04_o1,False,-359.7653969617838,-513.6965032779854
constant,0,5,hapibd,poisson_separate,loop_omitted,10,5,"(((a.1,b),c),a.2)",g05_o1,False,-361.00339766329614,-581.7650997144711
constant,0,5,hapibd,poisson_separate,loop_omitted,11,3,"((b,c),a)",g03_o1,False,-624.7702203798838,-653.8450670056105
constant,0,5,hapibd,poisson_separate,loop_omitted,12,2,"((a,c),b)",g02_o1,False,-623.7797352093111,-670.1879273396589
constant,0,5,hapibd,poisson_separate,loop_omitted,13,13,"(((b.1,c),a),b.2)",g13_o1,False,-651.3242855039776,-689.1149455570937
constant,0,5,hapibd,poisson_separate,loop_omitted,14,14,"(((b.1,c),b.2),a)",g14_o1,False,-658.5076631953623,-691.0631494898668
constant,0,5,hapibd,poisson_separate,loop_omitted,15,7,"(((a.1,c),b),a.2)",g07_o1,False,-654.696157444778,-692.9988794714411
constant,0,5,hapibd,poisson_separate,loop_omitted,16,21,"((a,c.1),(b,c.2))",g21_o2,False,-653.1701051115019,-700.2636426411794
constant,0,5,hapibd,poisson_separate,loop_omitted,17,18,"(((a,c.1),c.2),b)",g18_o1,False,-647.8600681002571,-710.7917500842418
constant,0,5,hapibd,poisson_separate,loop_omitted,18,6,"(((a.1,c),a.2),b)",g06_o1,False,-641.427573094414,-717.6226580071205
constant,0,5,hapibd,poisson_separate,loop_omitted,19,20,"(((b,c.1),c.2),a)",g20_o1,False,-656.3715473039091,-872.8336951221348
constant,0,5,hapibd,poisson_separate,loop_omitted,20,8,"(((b,c),a.1),a.2)",g08_o1,False,-649.7694687938506,-887.4573106948098
constant,0,5,hapibd,poisson_separate,loop_omitted,21,12,"(((a,c),b.1),b.2)",g12_o1,False,-656.694095212271,-966.8641847992109
constant,0,5,hapibd,poisson_separate,including_loop,1,22,"b-loop + ((a,b.1),(b.2,c))",g22_o1,False,-258.0416335281682,-296.06287789337495
constant,0,5,hapibd,poisson_separate,including_loop,2,11,"(((a,b.1),c),b.2)",g11_o1,False,-270.2419960945486,-309.0130562970442
constant,0,5,hapibd,poisson_separate,including_loop,3,15,"((a,b.1),(b.2,c))",g15_o1,False,-248.28693988844086,-314.05573555672925
constant,0,5,hapibd,poisson_separate,including_loop,4,10,"(((a,b.1),b.2),c)",g10_o1,False,-273.6863023895177,-326.5591528034189
constant,0,5,hapibd,poisson_separate,including_loop,5,1,"((a,b),c)",g01_o1,False,-331.1573233743642,-345.6806411023185
constant,0,5,hapibd,poisson_separate,including_loop,6,17,"(((a,c.1),b),c.2)",g17_o1,False,-347.8099393273701,-389.5793897563427
constant,0,5,hapibd,poisson_separate,including_loop,7,19,"(((b,c.1),a),c.2)",g19_o1,False,-356.535421903773,-422.41310839789185
constant,0,5,hapibd,poisson_separate,including_loop,8,16,"(((a,b),c.1),c.2)",g16_o1,False,-352.98645406546814,-505.9160504404672
constant,0,5,hapibd,poisson_separate,including_loop,9,9,"((a.1,b),(a.2,c))",g09_o1,False,-358.5603058806066,-513.6166456751138
constant,0,5,hapibd,poisson_separate,including_loop,10,4,"(((a.1,b),a.2),c)",g04_o1,False,-359.7653969617838,-513.6965032779854
constant,0,5,hapibd,poisson_separate,including_loop,11,5,"(((a.1,b),c),a.2)",g05_o1,False,-361.00339766329614,-581.7650997144711
constant,0,5,hapibd,poisson_separate,including_loop,12,3,"((b,c),a)",g03_o1,False,-624.7702203798838,-653.8450670056105
constant,0,5,hapibd,poisson_separate,including_loop,13,2,"((a,c),b)",g02_o1,False,-623.7797352093111,-670.1879273396589
constant,0,5,hapibd,poisson_separate,including_loop,14,13,"(((b.1,c),a),b.2)",g13_o1,False,-651.3242855039776,-689.1149455570937
constant,0,5,hapibd,poisson_separate,including_loop,15,14,"(((b.1,c),b.2),a)",g14_o1,False,-658.5076631953623,-691.0631494898668
constant,0,5,hapibd,poisson_separate,including_loop,16,7,"(((a.1,c),b),a.2)",g07_o1,False,-654.696157444778,-692.9988794714411
constant,0,5,hapibd,poisson_separate,including_loop,17,21,"((a,c.1),(b,c.2))",g21_o2,False,-653.1701051115019,-700.2636426411794
constant,0,5,hapibd,poisson_separate,including_loop,18,18,"(((a,c.1),c.2),b)",g18_o1,False,-647.8600681002571,-710.7917500842418
constant,0,5,hapibd,poisson_separate,including_loop,19,6,"(((a.1,c),a.2),b)",g06_o1,False,-641.427573094414,-717.6226580071205
constant,0,5,hapibd,poisson_separate,including_loop,20,20,"(((b,c.1),c.2),a)",g20_o1,False,-656.3715473039091,-872.8336951221348
constant,0,5,hapibd,poisson_separate,including_loop,21,8,"(((b,c),a.1),a.2)",g08_o1,False,-649.7694687938506,-887.4573106948098
constant,0,5,hapibd,poisson_separate,including_loop,22,12,"(((a,c),b.1),b.2)",g12_o1,False,-656.694095212271,-966.8641847992109
constant,0,6,true,poisson_shared,loop_omitted,1,15,"((a,b.1),(b.2,c))",g15_o1,False,-210.6795018128792,-223.1464519748806
constant,0,6,true,poisson_shared,loop_omitted,2,10,"(((a,b.1),b.2),c)",g10_o1,False,-273.99477701867755,-298.2398991819754
constant,0,6,true,poisson_shared,loop_omitted,3,9,"((a.1,b),(a.2,c))",g09_o1,False,-395.9904714531391,-441.61636029352206
constant,0,6,true,poisson_shared,loop_omitted,4,1,"((a,b),c)",g01_o1,False,-451.44812605419423,-456.7307567270968
constant,0,6,true,poisson_shared,loop_omitted,5,17,"(((a,c.1),b),c.2)",g17_o1,False,-445.40366430155797,-466.6379119262492
constant,0,6,true,poisson_shared,loop_omitted,6,5,"(((a.1,b),c),a.2)",g05_o1,False,-383.370175995806,-468.47471247132245
constant,0,6,true,poisson_shared,loop_omitted,7,16,"(((a,b),c.1),c.2)",g16_o1,False,-452.7696889026752,-477.3224535668349
constant,0,6,true,poisson_shared,loop_omitted,8,19,"(((b,c.1),a),c.2)",g19_o1,False,-457.50219272892673,-497.89496191869335
constant,0,6,true,poisson_shared,loop_omitted,9,11,"(((a,b.1),c),b.2)",g11_o1,False,-281.0679150581104,-795.8664797824088
constant,0,6,true,poisson_shared,loop_omitted,10,4,"(((a.1,b),a.2),c)",g04_o1,False,-366.4758602726185,-883.171758281579
constant,0,6,true,poisson_shared,loop_omitted,11,13,"(((b.1,c),a),b.2)",g13_o1,False,-891.1697402816596,-939.0548796858843
constant,0,6,true,poisson_shared,loop_omitted,12,14,"(((b.1,c),b.2),a)",g14_o1,False,-888.0837179412156,-950.6129894828362
constant,0,6,true,poisson_shared,loop_omitted,13,18,"(((a,c.1),c.2),b)",g18_o1,False,-874.8339729547004,-979.8817098495423
constant,0,6,true,poisson_shared,loop_omitted,14,21,"((a,c.1),(b,c.2))",g21_o2,False,-874.9814358485955,-997.4457411296762
constant,0,6,true,poisson_shared,loop_omitted,15,7,"(((a.1,c),b),a.2)",g07_o1,False,-992.2849052142748,-1013.1275364963475
constant,0,6,true,poisson_shared,loop_omitted,16,6,"(((a.1,c),a.2),b)",g06_o1,False,-1010.6391438474492,-1025.2804927071804
constant,0,6,true,poisson_shared,loop_omitted,17,20,"(((b,c.1),c.2),a)",g20_o1,False,-999.5498347844916,-1049.1950673205163
constant,0,6,true,poisson_shared,loop_omitted,18,3,"((b,c),a)",g03_o1,False,-1370.9771459017456,-1376.3420197474704
constant,0,6,true,poisson_shared,loop_omitted,19,8,"(((b,c),a.1),a.2)",g08_o2,False,-1282.806427170517,-1393.0321471379787
constant,0,6,true,poisson_shared,loop_omitted,20,2,"((a,c),b)",g02_o1,False,-1401.967808177053,-1410.1304564583804
constant,0,6,true,poisson_shared,loop_omitted,21,12,"(((a,c),b.1),b.2)",g12_o1,False,-1331.5932736504828,-1437.0561259534552
constant,0,6,true,poisson_shared,including_loop,1,15,"((a,b.1),(b.2,c))",g15_o1,False,-210.6795018128792,-223.1464519748806
constant,0,6,true,poisson_shared,including_loop,2,22,"b-loop + ((a,b.1),(b.2,c))",g22_o1,False,-224.24864318210015,-242.6943631909899
constant,0,6,true,poisson_shared,including_loop,3,10,"(((a,b.1),b.2),c)",g10_o1,False,-273.99477701867755,-298.2398991819754
constant,0,6,true,poisson_shared,including_loop,4,9,"((a.1,b),(a.2,c))",g09_o1,False,-395.9904714531391,-441.61636029352206
constant,0,6,true,poisson_shared,including_loop,5,1,"((a,b),c)",g01_o1,False,-451.44812605419423,-456.7307567270968
constant,0,6,true,poisson_shared,including_loop,6,17,"(((a,c.1),b),c.2)",g17_o1,False,-445.40366430155797,-466.6379119262492
constant,0,6,true,poisson_shared,including_loop,7,5,"(((a.1,b),c),a.2)",g05_o1,False,-383.370175995806,-468.47471247132245
constant,0,6,true,poisson_shared,including_loop,8,16,"(((a,b),c.1),c.2)",g16_o1,False,-452.7696889026752,-477.3224535668349
constant,0,6,true,poisson_shared,including_loop,9,19,"(((b,c.1),a),c.2)",g19_o1,False,-457.50219272892673,-497.89496191869335
constant,0,6,true,poisson_shared,including_loop,10,11,"(((a,b.1),c),b.2)",g11_o1,False,-281.0679150581104,-795.8664797824088
constant,0,6,true,poisson_shared,including_loop,11,4,"(((a.1,b),a.2),c)",g04_o1,False,-366.4758602726185,-883.171758281579
constant,0,6,true,poisson_shared,including_loop,12,13,"(((b.1,c),a),b.2)",g13_o1,False,-891.1697402816596,-939.0548796858843
constant,0,6,true,poisson_shared,including_loop,13,14,"(((b.1,c),b.2),a)",g14_o1,False,-888.0837179412156,-950.6129894828362
constant,0,6,true,poisson_shared,including_loop,14,18,"(((a,c.1),c.2),b)",g18_o1,False,-874.8339729547004,-979.8817098495423
constant,0,6,true,poisson_shared,including_loop,15,21,"((a,c.1),(b,c.2))",g21_o2,False,-874.9814358485955,-997.4457411296762
constant,0,6,true,poisson_shared,including_loop,16,7,"(((a.1,c),b),a.2)",g07_o1,False,-992.2849052142748,-1013.1275364963475
constant,0,6,true,poisson_shared,including_loop,17,6,"(((a.1,c),a.2),b)",g06_o1,False,-1010.6391438474492,-1025.2804927071804
constant,0,6,true,poisson_shared,including_loop,18,20,"(((b,c.1),c.2),a)",g20_o1,False,-999.5498347844916,-1049.1950673205163
constant,0,6,true,poisson_shared,including_loop,19,3,"((b,c),a)",g03_o1,False,-1370.9771459017456,-1376.3420197474704
constant,0,6,true,poisson_shared,including_loop,20,8,"(((b,c),a.1),a.2)",g08_o2,False,-1282.806427170517,-1393.0321471379787
constant,0,6,true,poisson_shared,including_loop,21,2,"((a,c),b)",g02_o1,False,-1401.967808177053,-1410.1304564583804
constant,0,6,true,poisson_shared,including_loop,22,12,"(((a,c),b.1),b.2)",g12_o1,False,-1331.5932736504828,-1437.0561259534552
constant,0,6,true,poisson_separate,loop_omitted,1,11,"(((a,b.1),c),b.2)",g11_o1,False,-258.70719911568443,-305.3029027290093
constant,0,6,true,poisson_separate,loop_omitted,2,10,"(((a,b.1),b.2),c)",g10_o1,False,-254.94308720376972,-312.0185173240281
constant,0,6,true,poisson_separate,loop_omitted,3,15,"((a,b.1),(b.2,c))",g15_o2,False,-227.42820086840206,-315.1018041401816
constant,0,6,true,poisson_separate,loop_omitted,4,1,"((a,b),c)",g01_o1,False,-298.34523584564363,-325.00265945868375
constant,0,6,true,poisson_separate,loop_omitted,5,17,"(((a,c.1),b),c.2)",g17_o1,False,-331.2847932544935,-364.79629471514187
constant,0,6,true,poisson_separate,loop_omitted,6,19,"(((b,c.1),a),c.2)",g19_o1,False,-329.0530017629177,-369.73153360213263
constant,0,6,true,poisson_separate,loop_omitted,7,4,"(((a.1,b),a.2),c)",g04_o1,False,-319.9284427501165,-488.77832815189674
constant,0,6,true,poisson_separate,loop_omitted,8,16,"(((a,b),c.1),c.2)",g16_o1,False,-321.591220658035,-492.00597712144213
constant,0,6,true,poisson_separate,loop_omitted,9,9,"((a.1,b),(a.2,c))",g09_o2,False,-325.9286459131199,-492.53704052888105
constant,0,6,true,poisson_separate,loop_omitted,10,5,"(((a.1,b),c),a.2)",g05_o1,False,-327.451219839009,-506.0346973709222
constant,0,6,true,poisson_separate,loop_omitted,11,3,"((b,c),a)",g03_o1,False,-655.653382966405,-683.6472460791343
constant,0,6,true,poisson_separate,loop_omitted,12,2,"((a,c),b)",g02_o1,False,-661.7901446611556,-701.6620406314797
constant,0,6,true,poisson_separate,loop_omitted,13,13,"(((b.1,c),a),b.2)",g13_o1,False,-668.8987994904614,-717.9635946586666
constant,0,6,true,poisson_separate,loop_omitted,14,7,"(((a.1,c),b),a.2)",g07_o1,False,-674.3917794834027,-720.1536930249572
